date,label,text_processed
2025-12-07 15:55:51,Japan Taiwan,russia_welcome president_donald trump national_security strategy_call largely_consistent moscow_vision page_document suggest_europe face_civilisational erasure_cast russia_threat combat_foreign influence_end mass_migration reject_eu perceive_practice censorship_mention priority_several eu_official analyst_push back_strategy question_focus freedom_expression liken_language use_kremlin adjustment_see largely_consistent vision_kremlin spokesperson_dmitry peskov_interview publish_russia state news_agency tass_sunday consider_positive step add_moscow continue_analyse document_draw strong_conclusion strategy_adopt soft_language towards_russia eu_official worry_weaken stance_towards moscow_push end_war ukraine_document eu_blame block_effort end_conflict must_reestablish strategic_stability russia_stabilise european_economy appear_endorse effort_influence policy_continent note_policy prioritise_resistance europes_current trajectory_within european_nation call_restoration western_identity claim europe_unrecognisable less_economic issue_eclipse real_stark prospect_civilisational erasure_far obvious_whether certain_european country_economy military_strong enough_remain reliable_ally document_state stark_contrast document_celebrate influence_patriotic european_party america_encourage political_ally europe_promote revival_spirit eu_engage ongoing_talk trump_administration set_peace deal_ukraine official_emphasise lasting_relationship raise_question document_remain important_ally nato_alliance alliance_however focus_address security_policy issue_german foreign_minister johann_wadephul friday_believe question_freedom expression_organisation free_society belong_strategy case_least come_germany social_medium post_address american_friend polish_prime minister_donald tusk_europe close_ally problem_note common_enemy reasonable_strategy common_security unless_something change_meanwhile former_swedish prime_minister carl_bildt write_document place_right extreme_right trump_administration foster_link classify_extreme right_german intelligence_promote america_first message_strategy intend_target alleged_drugtrafficking boat_caribbean sea_eastern pacific_ocean consider_possible military_action venezuela_call increase_defence spending_japan south_korea australia_taiwan democrat_congress warn_document shatter_foreign relation_representative jason_crow colorado_sit house_committee oversee_intelligence armed_force call strategy_catastrophic americas_stand world_york representative_gregory meeks_discard decade_valuebased leadership_follow twist_turn trumps_second term_north america_correspondent anthony_zurchers weekly_newsletter reader_uk outside_uk
2025-11-29 09:15:27,Taiwan Issue,member_kent weightlifting_club prepare_take part first_ever contest_age david_wallis rachel_glenny train_body mentor_hildenborough take_part south_east powerlifting_contest maidstone_sunday wallis_attempt deadlift_kg lb_part competition_elder granddaughter_train understand_wife think_must mad_support come_sunday grandmother_rachel glenny_take weightlift_deal back issue_convince trainer_building strength_help thing_wonderful muscle_still enable_walk around_strongly keep child_grandchild dog_son weight_training im_way ahead_still
2025-11-20 08:23:24,Taiwan Issue,chip_giant nvidia_strongerthanexpected revenue_ease investor_concern heavy_artificial intelligence_ai spending_unsettle market company revenue_three month_october jumped_bn drive_demand chip use_ai data_centre sale_division rise_bn fourthquarter_sale forecast_range bn_top estimate_send share_nvidia high_afterhours trading_lot talk ai_bubble vantage_point see_something different_chief executive_jensen huang_statement huang_sale ai_blackwell system_chart cloud_gpus graphic_process unit_sell excel_every phase_ai nvidia_world valuable_company make chip_crucial ai_data centre see_bellwether ai_boom late_result even_attention usual_wall street_amid mount_concern ai_stock overvalued_fear may_persist despite_blockbuster result_fear fuel_four consecutive_daily drop_sp index_lead wednesday_question swirl_return ai_investment benchmark_index fall_nearly far_november analyst_compare surge_ai stock_dotcom boom_late saw_value early_internet company_soar amid_wave optimism_thennew technology_bubble burst_early collapse_share price_lead company go_bust hit_value saving_include pension_fund bar_high heading_nvidias result_adam turnquist_chief technical_strategist lpl_financial question_whether company_beat expectation_much matt_britzman senior_equity analyst_hargreaves lansdown_ai valuation_dominate news_feed nvidia_go business_style valuation_certain area ai_sector need take_breather nvidia_camp huang_previously expect_bn ai_chip order_next investor_look detail company expect_revenue come_fruition plan_fulfill order_colette kress_nvidias chief_financial officer_analyst company_probably take order_top bn already_announce express_disappointment regulatory_limit stymie_company ability_export chip china must_win support_every developer_include china nvidia_commit continue_engagement american chinese_government earlier_wednesday ussaudi_investment forum_washington huang_join elon_musk announce_massive data_centre complex_saudi arabia_musk ai company_xai first customer_facility outfit_hundred thousand_nvidia chip_wall street_journal commerce_department approve_sale advanced_ai chip_statebacked company saudi_arabia united_arab emirates_reverse early_decision agreement_broker follow_talk president_donald trump_saudi arabia_crown prince_mohammed bin_salman visit_white house_week titan_technology sector_ramp spending_ai rush_reap benefit_boom push_stock record_high earnings_meta alphabet_microsoft last_month firm_shell everything_data centre chip_sundar pichai_head google_parent firm_alphabet growth ai_investment extraordinary_moment irrationality_current ai_boom comment_come amid_warning industry_leader simon_french chief_economist panmure_liberum parallel_dotcom bubble_ago issue much_big cash_generative company_nvidia wider_part tech_ecosystem quite_lot isnt_currently profitable_bbcs today_programme nvidia_heart web_deal among_key player_ai space_openai anthropic_xai deal_draw scrutiny_circular nature_ai firm_increasingly invest_another agreement_include nvidias_firm behind_chatgpt eileen_burbidge tech_investor founding_partner passion_capital today_programme lot_fuel scepticism_concern bubble_see lot_circular deal go_whereby nvidia_commit invest_company turn_commit invest_nvidia commit_buy nvidia_chip go_round round_maybe inside_circle yes_company seem_deal go_back forth
2025-11-10 00:17:37,China US,probably_dont give_much thought_device youre_reading article_long look good keep work_element power run_subject escalate_struggle world_big economy china african_country eye_storm african_continent rich_critical mineral_metal lithium_rare earths_cobalt tungsten_vital make run_personal tech_material essential_everything electric_vehicle ai_data centre_weapon system china long global_market critical_mineral metal_significant reserve_home access_supply overseas_thanks major_investment foreign_mining operation_particularly africa_beijing build_dominant position_come process_global supply_rattle threat_curb export_thats lend_added urgency_move increase_access critical_mineral metal_african reserve_see key_mission much_case actually_quietly overtaken_china big_foreign direct_investor africa_invest bn_bn across_africa compare_bn china accord china africa_research initiative_john hopkins_university access_official data_mark first since_regain lead_american investment lead government_agency call_international development_finance corporation_dfc set_president trump_first term_office shy_mission take beijing_dfc website_establish mean_investment mean_african firm country_beneficiary last_rwandan mining_company trinity_metal dfc_help develop_three mine_country produce_tin tantalum_tungsten government_supportive weve_look bring_supply chain_directly united_state company_chairman shawn_mccormick trinity_send tungsten_rwanda processing_plant pennsylvania_strike deal_send rwandan_tin smelter_pennsylvania mccormick_deny funding_washington influence company decision_send supply government_ceo please_get tungsten_america decision_player commercial_market trinity_rwandan government_irish critical_mineral investment_firm techmet_shareholder mccormick_add mining_operation africa use_untrained worker_operate dangerous_condition trinity_follow high_standard show_way produce_material conflict_free child_labour free_way professionalise_thats pay_tax respect_community environment_create job_opportunity sepo_haihambo economist_former executive_bank group_fnb namibia_african nation_must assertive_stand national_interest negotiate_entity shouldnt_expect favour_expect american_show negotiate_propose clause_africas best_interest africa_behalf unrealistic_africa really need_prepare engagement_really clear_outcomes want_haihambo add_african government expand_away simple_cash mineral_deal opportunity_look different_framework instead_look production_share agreement_joint venture_model local_equity participation_ultimately create_opportunity african_country create_maybe sovereign_wealth fund_invest developmental_area education_healthcare etc_want see_processing mineral_metal africa_rather simply_export ore_overseas financially_lucrative company build_critical mineral_metal refinery_africa reelement_africa subsidiary_group american_resource reelement_africa south_africas gauteng_province extremely_reward realise_partner country africa_put refine_facility alongside_resource mining_project actually_capture value_upskill labour_build economy around_zone lay_foundation industrial_development ben_kincaid ceo_reelement africa_however prof_lee branstetter_international economist_carnegie mellon_university pittsburgh_miss trick_argue trump trade_tariff african_nation reduce_enthusiasm across_continent subsaharan_african nation_complain chinese_investment benefit_local population_enough current_administration indiscriminately_slapped tariff_large number_african country_apparent reason_united state_probably good_position benefit_african disaffection_chinese project_prof branstetter_go forward china may see_increased competition_africa add_haihambo point_increase interest_continent country brazil_india japan
2025-11-07 08:00:25,China US,china advanced_aircraft carrier_fujian enter_service day_grand commissioning_ceremony overseen_chinese leader_xi jinping_state medium_fujian countrys_third aircraft_carrier equip_electromagnetic catapult_allow plane_launch high_speed entry_active duty_mark significant_step forward_beijing world_large navy_term sheer_number ship china expand_navy breakneck_speed xi_put pressure_united state ally_keep fujian_launch three_different type_aircraft electromagnetic_catapult flat_flight deck_accord state_medium domesticallybuilt_vessel carry_plane heavy_weapon fuel_load strike_enemy target_great distance_make powerful_china first_carrier liaoning_shandong state_medium hail_fujian major_milestone development china_navy country world_aircraft carrier_electromagnetic catapult_system fujian_fujians commission_ceremony hold_southern hainan_province wednesday_xi tour_ship deck_hear detail_performance sea_state medium claim_xi personally_make decision_adopt electromagnetic_catapult technology_xi speak_sailor line_along flight_deck dock_saluting shout_unison follow_party command_fight win_uphold fine_conduct
2025-12-02 06:02:35,China US,even_dam collapse_lamec feel_safe work_copper mine_work protective_gear get_damage always_replace tell take risk use talk_car quiet_backroad near_village northern_zambia nervous_speak public use real_name fear_speak press_might cost_livelihood turn_shift day_february tell_find dam_chineseowned mine_close tailing_dam use store_toxic byproduct_copper mining_process include_heavy metal_arsenic mercury_lead collapse_tributary connect_kafue zambia_long river_major drinking_water source_least tonne_acidic debris_spill surrounding_waterway farmland_accord government_environmentalist however_claim much million_tonne spill_expert full_cleanup take long_decade spill_kill fish_around town_chambishi kitwe_make water_undrinkable destroyed_crop farmer_fear rainy_season start_heavy metal_still sit_mud infiltrate_land waterways_cause second_wave pollution_toxic metal_cause kidney_damage cancer_well gastric_intestinal issue_carry downstream_capital lusaka_dr mweene_himwiinga senior_lecturer zambia_copperbelt university chinese_embassy lusaka_dispute scale_damage welcome_establishment independent_investigation incident_zambian government_pollution contain_confined area_water acidity_level return_normal limit_ongoing check_show lasting_publichealth risk_lamec country zambia_find difficult_position mine_sinometals leach_zambia subsidiary_chinese stateowned_firm create_accord chinese source_job chinese company_provide job much need_revenue africa_although recently_become big_foreign investor_across continent china still large_investor africa_rich mineral_metal industry_least zambia_copperbelt province_scene dam_collapse job_create chinese company across_zambia accord chinese_embassy investment china estimate_worth bn_bn last_sign close_link country chinese_premier li_qiang visit_zambia late last_month ahead_leader summit_south africa china accuse_neocolonialism critic_argue infrastructure_loan trap_african country_unmanageable debt_doesnt upskill_local worker_prefer bring_instead focus_mineral extraction_sometimes come_expense safeguard_environment september_farmer file_bn bn_lawsuit sino_metal nfc_africa chinese firm_land mine_big environmental_lawsuit zambias_history farmer_allege spillage_already affect_household dam_collapse cause_number factor_include engineering_failure construction_flaw operational_mismanagement lawsuit_see test_case much_african country hold china_accountable wrongdoing_territory eye_case prof_stephen chan_university london_school oriental_african study_huge extent_damage cause_huge extent_carelessness obviously_involved find_hard believe first something_scale happen add chinese_embassy zambia_sino metal_cooperate fully_investigation incident_compensation pay_household staff_site continue_employ receive_salary despite_sixmonth pause_mine analyst_however argue_incident show_zambia need_prioritise safety_sustainability national_interest deal chinese company power_dynamic complicate_estimate bn_debt bn_zambia owe china debt_hamper zambian_government ability_deal crisis_insist permanent_secretary green_economy environment_dr douty_chibamba treat china_kid glove_rare sitdown_interview dont_care whether_owe thats_issue zambia_alone owe_money chinese african_country believe_sign bn_bn worth_loan chinese_lender copperbelt_province lamec_tell really_break spill_affect family_waterway acid_suppose use water_week spill_lamec family_werent allow_use local water_spray lime_help reduce_acidity take_job dam_way make_living feel_conflict work_copper mining_economic backbone_region century_metal make zambia_export account_gdp industry_set grow plan_triple production_zambia accord plan_lay government last_village twalima_struggle grow_anything since_spill farmer_abigail namtowe_frederick bwalya_farming main_source food_income namtowes_family six_yearold daughter_hungry malnourish_ive try_grow maize_ive try_everything hunger_wont kill_child much_bwalya live_twalima strong_energetic meet work_farm tend_daily farming_go well_soil clean_describe severe_pain leg_wont go_away make_difficult move_doctor contaminated_water cause_add sino_metal promise_build borehole_away contaminate_stream bottom_farm hasnt_happen yet_believe water_deeper underground_safe stream_use teem_fish bwalya_neighbour add since_spill havent_ask sino_metal alleged_promise build_boreholes land_affected farmer_put lamecs_allegation feel_safe work company firm_respond fifty_kilometre mile_away frederick_bwalyas village_kamwatimpa saw_schoolchildren swim_tributary kafue_river mother_still worry_pollution child go water government_sample site_across copperbelt_province september_concentration heavy_metal within_national safe_limit rainy_season take_hold power_stop second_wave pollution_seep soil_carry heavy_metal river_rest country hand government_sino metal_cleanup delay_issue consultant_hire assess_damage sino_metal dr_chibamba ask_work hadnt_earlier meanwhile_dr himwiinga_warn failure_deal situation_may catastrophic_heavy metal_effect felt_long period_farmer rely_water irrigate_crop accord research_carry copperbelt_university go even_unless remediation_effort put_place zambian_government aware_instruct sino_metal put_mitigation place_stop secondary_pollution include_plant tree_bring level_pollution air_soil well_spread lime_reduce acidity_measure currently_implement accord_authority sino_metal might_pay full_assessment area_make government_spill company_pledge compensate_affected community_restore environment_financial payment_already make local_copperbelt receive_much compensation_sino metal_get little company_contract saw_suggests local_sign away_entitlement compensation_accept initial_payment presence_second superpower_country may_help zambian_government get even money_sino metal_accord prof_stephan chan_united state court_southern african_country economically_politically zambian_copper important_global transition_clean energy high_demand well_reserve another_metal cobalt_use electric_car batteries_chinese dont much_leverage zambia_foreign policy_speak american_prof chan_last thing chinese want_drive zambian_closer american_total trade_zambia worth_estimated recent_sign country_become closer_diplomatically regional_commentator suggest_may turn_zambia preferred_ally southern_africa increased_tension neighbour_south africa_african country_include zambia_choose work different_superpower meet need_prof chan_africa take_ride africa come_age become_player world_different actor_world african_government always_get right however_something get_right begin_africa become_fully integrate_complex world_making mistake_kind mistake_country everywhere_make part china deny take_advantage zambia_grossly unfair_characterise beijing_relationship african_country neocolonial_zambia agree chinese_investor chinese community_whole bring country much need_capital technology_skill train_opportunity job_creation managerial_expertise best_blend lawabiding_responsible player_statement chinese_embassy lusaka_grossly unfair_label chinazambia_chinaafrica cooperation_neocolonialism base_opinion neglect_large picture_winwin cooperation_china zambia_wider africa
2025-11-28 08:59:32,China US,ticket_price louvre_museum paris_rise noneuropean_union visitor_museum board_decide thursday_early next_tourist country uk china pay_enter museum_price hike_expect raise_million euro_annually fund_overhaul famous_gallery museum_security management_face criticism_since fourperson_gang stole_jewellery worth_flee within_minute official_audit museum_publish shortly_heist highlight_institution inadequate_security system_age infrastructure_january visitor country outside_european economic_area group_include eu_member state_iceland norway_liechtenstein pay_extra enter_world visited_museum noneu_visitor group_accredited guide_pay start_next louvre_price hike_expect raise_support museum_modernisation plan add_louvre receive_nearly million_visitor last_majority come_abroad tenth_visitor around china accord_museum longstanding_call address_museum capacity_accommodate crowd_visitor often_complain congested_gallery long_queue january_french president_emmanuel macron_louvre announce_improvement museum_suggest high_fee noneu_resident macron_deal overcrowd_louvre daily_visitor flock_see leonardo_da vincis_masterpiece crowd_squeeze salle_des tat_gallery mona_lisa display_leave visitor_moments view_painting snap_photo louvre_renovate area_museum add_amenity toilet_restaurant upgrade_project cost_several hundred_million euros_earlier month_louvre announce_closure gallery_showcasing greek_ceramic investigation_october heist_find museum_spend significantly_buy artwork_far less_maintenance restoration
2025-12-02 09:52:28,China US,online_retailer shein_temu face_increased pressure_senior politician_push investigation_include claim_forced labour_intellectual property_ip theft_texas state_attorney general_ken paxton_launch probe_allegation force_labour use_unsafe material_shein national_level senator_tom cotton_call federal_investigation possible_ip theft_shein temu_label communist_chinese platform_shein take concern_raise business_practice seriously_temu immediately_respond comment_shein statement_cooperate investigation_welcome constructive_engagement paxton_response cotton_letter company continue_invest protect_right designer_worldwide constantly_improve internal_process well_protect creator_shein retailer_headquarter singapore_good sell_platform make china_found letter_attorney general_pam bondi_monday cotton_senior republican_arkansas million_package china sit_warehouse washington_change rule_lowcost shipment_august global_tariff exemption_widely use_buyer lowcost_good change_subject shipment_levy stricter_custom check_regulation give_department justice_homeland security_golden opportunity_act cotton_key ally_trump vocal_critic china_designer small_american brand_accuse shein_systematically copy_original creation_often day_launch sell_fraction price_cotton accuse_temu carry_sophisticated deceptive_fake platform_hundred million_user cotton_cite find_significant proportion_item researcher_buy shein_temu likely_counterfeit separately_paxton texas_numerous raise_serious concern_sheins allege_reliance force_labour claim use_unsafe material_deceptive marketing_brand scrutiny_environmental impact_fastfashion business site_republican lawyer_investigation assess_sheins practice_violate texas_law allegedly_use hazardous_material mislead_consumer ethical_source probe_examine sheins_data collection_practice add allow_cheap dangerous_foreign good_flood america_jeopardise health_paxton online_shein face call_european union_curb sale_childlike sex_doll weapon_thirdparty marketplace_place temu_investigate france_spread harmful_content accessible_young shein_firm fire_paxton cotton_close ally_president donald_trump deceive_parent danger_platform pose_young gamers_roblox deny_claim base_misrepresentation online_gaming platform
2025-11-28 09:47:59,China US,hong_kongs deadly_fire rip_highrise public_housing complex_city northeast_week kill_least dozens_remain missing_confirm injured_body yet_identify last_flame extinguish_highrise block_smoulder citys_urban skyline_attention turn_cause deadly_fire factor_allow rapidly_spread many_hong kongers_describe manmade_disaster authority_attribute ferocity_blaze styrofoam_place outside_window apartment_block note_fire alarm_eight housing_block find work_effectively three_men arrest_suspicion manslaughter_connect fire accord_local medium_investigation launch_initially cause_blaze still_unclear know_far blaze_break wang_fuk court large_housing complex_hong kongs_tai po_district local_wednesday gmt_wang fuk_court consist_eight tower_block storey_high seven_affect fire_tai po_district councillor_mui siufung_chinese build_tower block_undergoing renovation_fire break_tai po_residential district_northern part_hong kong_near city_shenzhen chinese_mainland complex_provide apartment_resident accord government_census nearly_live wang_fuk court_housing complex_least old_accord late_census live_subsidised public_housing estate_since build_cause fire_unknown hong_kong security_chief tang_pingkeung friday_attribute rapid_spread styrofoam_place outside_window apartment_block preliminary_investigation previously_find blaze_escalate unusually_fast police_reveal mesh_material plastic_sheet believe_fireproof find_outside building_police arrest_three men_age suspicion_manslaughter connection_deadly blaze_director construction_firm engineering_consultant police_spokesperson thursday_investigator look_alleged action_failure act_firm top_official reason_believe charge_company grossly_negligent lead_accident cause_fire spread_uncontrollably result_major casualty_spokesperson authority_friday note_check fire_alarm eight_block find work_effectively confirm_prior resident_sound blaze_break hong_kongs deadly_fire least_within minute_first declare_level four_alarm raise_level five_high severity_three half_hour later local_medium earlier_explosion hear_inside building_fire hose_easily reach_high level_ferocity heat_prevent firefighter_enter building_official reporter_friday even fire_put section_building remain_city fire_department thursday_combination high_temperature risk_scaffold collapse_small crowded_interior apartment_make rescue_operation difficult_hong kong_wellknown tiny_densely packed_innercity dwelling_many public_rental housing_tenant average_living space_square metre_unclear many_wang fuk_court fire_break hundred_evacuate temporary_shelter allocate_emergency housing_unit firefighter_take part_rescue operation_sustain injury_response authority fire_engine mobilise_ambulance dispatch_among dead_firefighter ho_waiho service_sha tin_fire station_nine fire_service lose_contact local_half hour_later find_collapse take_hospital declare_dead shortly_profoundly grieve_loss dedicate_gallant fireman_andy yeung_director fire_service resident_chung get_panicked phone_call wednesday_afternoon wife_couldnt get_flat cat_rush home_work find_storey building_flame black_smoke billow_chung wife_keep call_anxious scar_faint smoke_get thicker_thicker probably_faint chung_chinese thursday_eye red_tear dare_call give_hour pass_since speak_brace bad_pass away_cat love_break tear_wife family_didnt go work_school wednesday_accommodate resident_evacuate government south china_morning post_tung cheong_street sport_centre full_resident direct_shelter another_kwong fuk_community hall_road housing_estate deem_unsafe evacuee_move another_shelter away chinese_reporter gemini_cheng saw_elderly resident use_walk stick_wheelchair arrive_shelter least take_shelter temporary_facility news_agency afp_quote lee_six school_tai po_remain closed_thursday education_bureau announce_emergency monitoring_support centre_operation manage_impact fire security_secretary tang_pingkeung statement_hotline public_ask casualty_set hong_kong police_tower block_wang fuk_court cover_bamboo scaffolding_green construction_netting right_rooftop undergo_renovation mention_early authority_attribute quick_spread fire_material use_renovation mesh_net plastic_sheeting styrofoam_still unclear_fire begin_matter cause_proper net_building exterior_key prevent_spread jason_poon chairman_construction ngo_chinat monitor_news outlet_initium medium_substandard net_cause fire_spread rapidly_add another_engineer initium_medium believe_vast majority_mesh netting_use construction_across hong_kong make_fireretardant material_cardboard debris_paint thinner_often find_scaffolding along_dry weather_hasten spread_fire engineer_fire safety_expert speak_bamboo scaffold_common part_citys urban_landscape play_part fan_flame authority_mention scaffold_cause fuel_rapid spread_fire local_medium march_government development_bureau try_phase use_bamboo safety_concern push_towards use metal_instead bamboo_come spate_scaffoldingrelated death_hong kong_although cause_fall safety_failure rather_fire professor_jiang liming_hong kong_polytechnic university_note block_wang fuk_court relatively_old build_glass window_fire resilient_modern building_double pane_glass window_perhaps use_single pane_make easy_break flame_flame penetrate_facade
2025-11-19 15:53:52,China US,dutch_government suspend_intervention nexperia_chineseowned chipmaker_base netherlands_follow talk china_hague serious_governance shortcoming_concern european_supply semiconductor_car electronic_good response_beijing block_export firm chip_however wednesday_dutch government_halt original_decision follow_constructive talk beijing china_welcome move add first_step right_direction towards_proper resolution_nexperia major_supplier basic_computer chip_car industry_shortage threaten_global supply_chain shortage_computer chip use_various electronic_good car_hugely impact_ability manufacturer_make product_decision dutch_government ease_tension european_union china_mount recent_month trade beijing_relationship russia_vincent karremans_economic affair_minister consider_right suspend_action make good_availability act_ahead talk chinese_government positive_measure already take chinese_authority ensure_supply chip europe_rest world statement_dutch government_originally invoke_act follow_concern action_attribute nowsuspended_ceo involve_improper transfer_product asset_fund technology_knowledge foreign_entity action_run counter_interest company_shareholder dutch_european strategic_autonomy security supply_october dutch_court order_removal exnexperia_ceo wingtech_founder zhang_xuezheng cite_allege mismanagement_dutch government add decision_aim prevent_situation chip_become unavailable_emergency december_last government place_wingtech nexperia_socalled entity_list identify_company national_security concern_regulation company_bar export_americanmade good business_list unless_special approval_uk nexperia_force sell_silicon chip_plant newport_mp minister_express national_security concern_currently uk_facility stockport_follow dutch_government reversal_beijing acknowledge_move still_step away_address root_cause global_semiconductor supply_chain turmoil_chaos furthermore_erroneous ruling_corporate court_spearhead dutch_ministry economic_affair strip_wingtech control_nexperia remain_key obstacle_resolve issue add_wingtech fight_decision follow_late move_spokesperson wingtch_company strongly_reject allegation_chief executive_date proof_provide add dutch_government sincere_solve problem_ministry file_letter enterprise_chamber explicitly_withdraw support_proceeding proceeding_form threat_continuity nexperia_bv therefore_economic security_netherlands europe_exact argument_dutch government make previously_support judicial_intervention
2025-12-02 15:54:45,China US,animation_studio behind_wallace gromit_chicken run_shaun sheep_celebrate business major_exhibition home_city bristolbased_aardman studio_famed stopmotion_clay model_animation found_school friend_david sproxton_peter lord_cracking exhibition_gromit aardman_bristol due take_shed next_summer behindthescenes_look creative_process iconic_character celebration_studio deeprooted_connection city_ngaio hardinghill_aardman important_aardman anniversary_never complete_without celebration_home city_programme experience_shed bristol_museum art_gallery real_highlight celebrate_importance bristol_creative connection_studio last add part_collaboration aardman_treasure hide_throughout bristol_museum art_gallery bristol_museum head_culture philip_walker absolutely_delight work_aardman exciting_collaboration brilliant_celebration bristol_creative spirit_tribute imagination_humour aardman_share world_half century_cant wait_showcase clay_creativity cracking_adventure first_wallace gromit_film grand_day follow_wrong trouser_close shave_curse wererabbit_matter loaf_death studio_recent film_vengeance fowl_saw return_evil penguin_feather mcgraw_pick gong_baftas award_ceremony nominate_oscar
2025-11-27 15:03:14,China US,get_closer heat_rise feel_smoke really_heavy student_thomas liu_many draw_scene deadly_fire tear_much eightblock_wang fuk_court housing_complex hong_kongs tai_po district_least die_far devastating_blaze begin_wednesday hundred_still miss_number expect_rise cause_yet know three_construction company_executive arrest_suspicion manslaughter_connect flammable_material include_mesh plastic_sheet may_allow fire_spread quickly_disaster thomas_fire tell_see body_take away many send_whatsapp message_call still_relative inside_cant find_mui siufung_councillor tai_po district_chinese thousand_force evacuate_estate flame_spread head_centre set_house police_move nearby_building fire_gradually contain_official know_fully extinguish_flame see come_individual apartment_many watch_silence woman_friend live_inside building_wait hear_manage get_harry cheung_live block_wang fuk_court complex_reuters hear_loud noise_saw fire_erupt nearby_block immediately_go back_pack thing_yearold resident_dont even_know feel_right im_think im_go sleep_tonight probably_wont able go_back home_woman sixty_whose surname_kam live_adjacent kwong_fuk estate_south china_morning post_scmp several_friend live_wang fuk_court account_friend daily_afternoon nap_may sleep_fire break_local gmt_kam add_woman daughter_yet able_contact another_resident yearold_jason kong_reuters neighbour_call still_trap inside_tower block_devastate many_neighbour friend_know go_anymore look_apartment burn_know hope government help_settle elderly_woman live_affected block_home fire_break worried_apartment insured_im upset_home go cause_fire engulf_multiple highrise_block unknown_police mesh_material plastic_sheet find_outside building_believe fireproof_styrofoam find_building windows_material may_cause fire_spread quickly_police express_anger massive_fire happen_criticise response_theres wildfire_deploy helicopter_drop water_bomb deployment_leave building_burn poon_another resident_wang fuk_court sixty_ask community_close fire_station think fire_put soon_fire spread_im disappointed_scmp poon_note give_instruction government seek_help speak_tai po_resident bring_supply victim_affected resident include_dozen blanket_heat pack_hong kong_chief executive_john lee_government department_assist resident_affect fire_ask feeling_fire resident government_incompetent immensely_heartbroken dont_want see_casualty
